[2025-09-12 21:31:32] BLOCKED (Port): 104.46.162.226:443 -> 192.168.43.197:63620
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55507 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55529 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 172.64.155.209:443 -> 192.168.43.197:55197
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] BLOCKED (SNI): 192.168.43.197:55507 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 172.64.155.209:443 -> 192.168.43.197:55197
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 142.250.67.37:443 -> 192.168.43.197:55359
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] BLOCKED (SNI): 192.168.43.197:55515 -> 150.171.28.12:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55197 -> 172.64.155.209:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 172.64.155.209:443 -> 192.168.43.197:55197
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 13.107.246.59:443 -> 192.168.43.197:55507
[2025-09-12 21:59:15] ALLOWED: 172.64.155.209:443 -> 192.168.43.197:55197
[2025-09-12 21:59:15] ALLOWED: 142.250.67.37:443 -> 192.168.43.197:55359
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.251.223.162:443 -> 192.168.43.197:55478
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 13.107.246.59:443 -> 192.168.43.197:55529
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55197 -> 172.64.155.209:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55507 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55197 -> 172.64.155.209:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55478 -> 142.251.223.162:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55530 -> 142.251.223.162:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] BLOCKED (SNI): 192.168.43.197:55502 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55529 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55396 -> 23.45.207.86:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55531 -> 23.212.254.74:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 172.64.155.209:443 -> 192.168.43.197:55197
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] BLOCKED (SNI): 192.168.43.197:55509 -> 142.250.205.134:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] BLOCKED (SNI): 192.168.43.197:55529 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55529 -> 13.107.246.59:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 142.250.77.133:443 -> 192.168.43.197:55263
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55263 -> 142.250.77.133:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55197 -> 172.64.155.209:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 142.251.223.162:443 -> 192.168.43.197:55530
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.212.254.74:443 -> 192.168.43.197:55531
[2025-09-12 21:59:15] ALLOWED: 13.89.179.9:443 -> 192.168.43.197:55265
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 13.89.179.9:443 -> 192.168.43.197:55265
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] ALLOWED: 23.45.207.198:443 -> 192.168.43.197:55031
[2025-09-12 21:59:15] BLOCKED (SNI): 192.168.43.197:55514 -> 95.100.170.49:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55031 -> 23.45.207.198:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55530 -> 142.251.223.162:443
[2025-09-12 21:59:15] ALLOWED: 192.168.43.197:55531 -> 23.212.254.74:443
